synthetic_id,class,stage,concentration_uM,duration_s,replicate_1_early_disp_30s,replicate_2_early_disp_30s,biomarker_replicate_status,early_displacement_30s,true_endpoint_delta_f,success_or_fail,intentionally_divergent
SYN_PROBE_CLEAN_PCA3_TARGET_0038,CLEAN_PCA3_TARGET,probe,10.0,222.4197324694233,-47.030040977396474,-47.05958883729632,CONCORDANT,-47.04481490734639,-47.24185855839176,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0039,CLEAN_PCA3_TARGET,probe,10.0,144.63984977998405,-41.919102622285756,-41.57819751146541,CONCORDANT,-41.748650066875584,-41.92493534396158,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0040,CLEAN_PCA3_TARGET,probe,10.0,151.30187932429516,-67.43844382108352,-67.21423757679435,CONCORDANT,-67.32634069893894,-67.73999234204881,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0041,CLEAN_PCA3_TARGET,probe,5.0,135.41856878643196,-61.19990038689251,-61.49728490188881,CONCORDANT,-61.34859264439066,-61.59323576215186,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0042,CLEAN_PCA3_TARGET,probe,10.0,198.9389758024016,-102.37125333542957,-101.95857915992092,CONCORDANT,-102.16491624767525,-102.60606659915857,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0043,CLEAN_PCA3_TARGET,probe,1.0,149.83928035482828,-268.91995668479075,-270.3386128786736,CONCORDANT,-269.62928478173217,-270.75540354573275,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0044,CLEAN_PCA3_TARGET,probe,20.0,228.7618155557535,-50.05842032409694,-50.08832179788419,CONCORDANT,-50.07337106099057,-50.170523495395344,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0045,CLEAN_PCA3_TARGET,probe,5.0,183.14002367875537,-40.59014197875143,-40.50267468573746,CONCORDANT,-40.54640833224445,-40.59861604413443,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0046,CLEAN_PCA3_TARGET,probe,10.0,194.81738704638295,-16.70569105422722,-16.58587560077493,CONCORDANT,-16.645783327501075,-16.715963872861312,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0047,CLEAN_PCA3_TARGET,probe,10.0,174.6064672240985,-90.50812555266067,-89.1499271292028,CONCORDANT,-89.82902634093173,-90.61987812790707,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0048,CLEAN_PCA3_TARGET,probe,0.5,171.6299132705488,-49.913138994107136,-49.41942272626403,CONCORDANT,-49.66628086018558,-49.904268841601166,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0049,CLEAN_PCA3_TARGET,probe,5.0,185.07660191148355,-11.999050863819557,-12.00437101123606,CONCORDANT,-12.001710937527807,-12.22954578331688,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0050,CLEAN_PCA3_TARGET,probe,10.0,195.68632660002868,-61.874084895058445,-61.71850986492591,CONCORDANT,-61.79629737999218,-61.86128723683661,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0051,CLEAN_PCA3_TARGET,probe,10.0,223.71059432429257,-41.50940714045221,-41.573674496407754,CONCORDANT,-41.54154081842998,-41.541385155935956,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0052,CLEAN_PCA3_TARGET,probe,10.0,183.37133063570573,-17.58181802767512,-17.527347536684065,CONCORDANT,-17.554582782179594,-17.651594102303214,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0053,CLEAN_PCA3_TARGET,probe,40.0,229.11429676238714,-323.8572035693629,-320.2199815901855,CONCORDANT,-322.0385925797742,-325.7291159570474,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0054,CLEAN_PCA3_TARGET,probe,10.0,138.988065434188,-108.89238649832579,-109.41220074996536,CONCORDANT,-109.15229362414559,-109.6536881107144,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0055,CLEAN_PCA3_TARGET,probe,1.0,153.11285995597126,-46.04406882205112,-46.70575816042676,CONCORDANT,-46.37491349123894,-46.77124350524153,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0056,CLEAN_PCA3_TARGET,probe,10.0,167.33006258358958,-35.27609177967036,-35.20712034079887,CONCORDANT,-35.241606060234616,-35.920210872198595,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0057,CLEAN_PCA3_TARGET,probe,10.0,91.01977021948534,-104.75119140151261,-104.97737847258358,CONCORDANT,-104.8642849370481,-105.64584900324235,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0058,CLEAN_PCA3_TARGET,probe,10.0,160.19784039285764,-372.24656443988016,-372.4691724590995,CONCORDANT,-372.35786844948984,-373.5501634625663,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0059,CLEAN_PCA3_TARGET,probe,40.0,219.247361691533,-3.166186188276443,-3.149451298151916,CONCORDANT,-3.1578187432141798,-3.1724434233302388,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0060,CLEAN_PCA3_TARGET,probe,5.0,221.27052909948992,-23.655095074156648,-23.747824421949527,CONCORDANT,-23.70145974805309,-23.700054635303495,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0061,CLEAN_PCA3_TARGET,probe,10.0,232.79816640795084,-100.54641313512222,-101.56028558882974,CONCORDANT,-101.05334936197599,-101.82933319799196,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0062,CLEAN_PCA3_TARGET,probe,20.0,145.63027478594321,-33.60147470120675,-33.563832299254095,CONCORDANT,-33.58265350023042,-33.67816806306193,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0063,CLEAN_PCA3_TARGET,probe,10.0,149.8004925657913,-82.66969491847044,-82.33020704095155,CONCORDANT,-82.499950979711,-82.75235604906521,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0064,CLEAN_PCA3_TARGET,probe,0.5,160.1747159516168,-10.014788363591064,-9.904082613882842,CONCORDANT,-9.959435488736954,-10.1147978988012,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0065,CLEAN_PCA3_TARGET,probe,1.0,87.50540332906321,-59.99685119656786,-61.059462925139925,CONCORDANT,-60.52815706085389,-61.19736982719532,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0066,CLEAN_PCA3_TARGET,probe,10.0,144.1608256710199,-94.12897022496412,-93.44499662010391,CONCORDANT,-93.786983422534,-94.36735600744561,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0067,CLEAN_PCA3_TARGET,probe,5.0,62.98735201389294,-25.889025409576288,-25.967510599045063,CONCORDANT,-25.928268004310674,-26.062531182740102,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0068,CLEAN_PCA3_TARGET,probe,0.5,213.40598129459363,-44.52970801577899,-44.851576660452366,CONCORDANT,-44.69064233811568,-44.979188808252594,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0069,CLEAN_PCA3_TARGET,probe,10.0,156.0022402191616,-106.07998794632694,-106.17512165120078,CONCORDANT,-106.12755479876387,-106.56504350937847,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0070,CLEAN_PCA3_TARGET,probe,5.0,175.54134622878684,-40.57139704260103,-41.126766776321155,CONCORDANT,-40.84908190946109,-41.25382250915115,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0071,CLEAN_PCA3_TARGET,probe,20.0,155.82812627075194,-22.077352690554985,-22.07023340929711,CONCORDANT,-22.073793049926046,-22.14936699897506,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0072,CLEAN_PCA3_TARGET,probe,10.0,222.62781232688866,-63.73847866743065,-64.42964021565544,CONCORDANT,-64.08405944154305,-64.77846189315075,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0073,CLEAN_PCA3_TARGET,probe,10.0,108.25801156890276,-332.4211636490741,-332.3763173086396,CONCORDANT,-332.3987404788569,-333.11958602369486,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0074,CLEAN_PCA3_TARGET,probe,10.0,181.8086620124886,-58.433957807106566,-58.91432732554414,CONCORDANT,-58.67414256632536,-58.964728443362034,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0075,CLEAN_PCA3_TARGET,probe,5.0,114.04204541533073,-11.176157189505675,-11.29066396450421,CONCORDANT,-11.233410577004943,-11.28453147831588,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0076,CLEAN_PCA3_TARGET,probe,20.0,52.28523719099978,-23.441627276177172,-23.44226610009502,CONCORDANT,-23.441946688136095,-23.5717921997103,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0077,CLEAN_PCA3_TARGET,probe,10.0,151.14451568042332,-14.651611861934486,-14.75651898751982,CONCORDANT,-14.704065424727153,-14.743548053261785,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0078,CLEAN_PCA3_TARGET,probe,10.0,164.7844943852751,-20.118888561192712,-20.033538578838293,CONCORDANT,-20.076213570015504,-20.23869099712207,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0079,CLEAN_PCA3_TARGET,probe,5.0,142.9629293449453,-58.22615948049557,-57.834118724422865,CONCORDANT,-58.030139102459216,-58.25961531012416,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0080,CLEAN_PCA3_TARGET,probe,20.0,160.7764129260621,-340.29955345499116,-342.6451799810828,CONCORDANT,-341.47236671803694,-343.8491116458684,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0081,CLEAN_PCA3_TARGET,probe,10.0,119.32390754605386,-15.655619372919288,-15.981860650719595,CONCORDANT,-15.818740011819441,-16.055988101018546,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0082,CLEAN_PCA3_TARGET,probe,5.0,64.79121996483227,-81.57311997528544,-80.75949829170719,CONCORDANT,-81.16630913349631,-81.83864123077333,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0083,CLEAN_PCA3_TARGET,probe,5.0,164.00361232224688,-68.42789211658885,-68.84650437296128,CONCORDANT,-68.63719824477506,-68.83437113097992,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0084,CLEAN_PCA3_TARGET,probe,10.0,91.29724321734143,-322.3018815822044,-323.14253602692884,CONCORDANT,-322.7222088045666,-325.49606190939187,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0085,CLEAN_PCA3_TARGET,probe,5.0,90.96874454907484,-12.876287401551709,-12.804508666295144,CONCORDANT,-12.840398033923426,-12.88124956464733,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0086,CLEAN_PCA3_TARGET,probe,10.0,78.5881241608374,-108.53917380622349,-110.40381143590244,CONCORDANT,-109.47149262106296,-110.60424351083186,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0087,CLEAN_PCA3_TARGET,probe,1.0,239.22884825143706,-285.89099754996,-290.1867880442835,CONCORDANT,-288.0388927971218,-291.7107193129642,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0088,CLEAN_PCA3_TARGET,probe,20.0,178.93712460128998,-26.77839018618517,-26.884502110170768,CONCORDANT,-26.831446148177967,-27.09577870094911,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0089,CLEAN_PCA3_TARGET,probe,10.0,149.28392376907348,-30.298065454254438,-30.428897921218276,CONCORDANT,-30.363481687736357,-30.447945283481523,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0090,CLEAN_PCA3_TARGET,probe,40.0,185.6367784598277,-58.45032997061033,-58.9673133432026,CONCORDANT,-58.708821656906466,-59.11773872811216,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0091,CLEAN_PCA3_TARGET,probe,40.0,182.13097128080972,-343.73051823099496,-345.587751531446,CONCORDANT,-344.65913488122044,-349.23997240779863,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0092,CLEAN_PCA3_TARGET,probe,0.5,144.68362966896518,-9.647940100578921,-9.439595399759137,CONCORDANT,-9.543767750169028,-9.600059276465517,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0093,CLEAN_PCA3_TARGET,probe,10.0,146.1214584682769,-34.98731446019553,-34.61766298877181,CONCORDANT,-34.802488724483666,-35.04808956952513,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0094,CLEAN_PCA3_TARGET,probe,10.0,159.6002153785602,-104.59124739629479,-105.89923356484995,CONCORDANT,-105.24524048057236,-106.23462545801863,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0095,CLEAN_PCA3_TARGET,probe,5.0,139.8294763647679,-49.07276897474971,-48.51276281105745,CONCORDANT,-48.792765892903574,-49.42585279914395,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0096,CLEAN_PCA3_TARGET,probe,40.0,212.82425599502605,-13.473689389246282,-13.48950503668121,CONCORDANT,-13.481597212963745,-13.62219182987055,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0097,CLEAN_PCA3_TARGET,probe,1.0,237.6745408383952,-45.801003928372985,-45.67731701151879,CONCORDANT,-45.73916046994589,-46.01861526782716,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0098,CLEAN_PCA3_TARGET,probe,10.0,141.56884124813163,-67.96686456896813,-68.69948267517022,CONCORDANT,-68.33317362206918,-68.78214651834098,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0099,CLEAN_PCA3_TARGET,probe,10.0,172.25727722725645,-112.61237743247224,-111.21115704930752,CONCORDANT,-111.91176724088987,-112.91657682270966,SUCCESS,False
SYN_PROBE_DEFECTIVE_CHIP_0000_FORCED_DIVERGENT,DEFECTIVE_CHIP,probe,10.0,181.2302944565024,4.184536693759643,0.01809340810414764,DIVERGENT_REPLICATES,,-18.743309628575943,SUCCESS,True
SYN_PROBE_DEFECTIVE_CHIP_0001_FORCED_DIVERGENT,DEFECTIVE_CHIP,probe,10.0,207.52459931755337,1.5661540787178359,-0.03467542849717936,DIVERGENT_REPLICATES,,20.033284246598193,FAILURE,True
SYN_PROBE_DEFECTIVE_CHIP_0002,DEFECTIVE_CHIP,probe,1.0,130.12565489131595,5.965125171685522,7.393287694642846,CONCORDANT,6.679206433164184,6.33370859232662,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0003,DEFECTIVE_CHIP,probe,20.0,165.00447515655532,5.737031685385572,6.180727147053441,CONCORDANT,5.9588794162195065,12.234981871729847,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0004,DEFECTIVE_CHIP,probe,1.0,166.1627089532266,18.65781662089191,16.088794634685417,CONCORDANT,17.373305627788664,27.393173513972286,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0005,DEFECTIVE_CHIP,probe,10.0,80.25507596087006,14.368258103058643,11.169263926472638,CONCORDANT,12.76876101476564,20.329608067717203,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0006,DEFECTIVE_CHIP,probe,10.0,216.6861796750644,16.420458319298753,14.649057409177546,CONCORDANT,15.534757864238149,29.866766221214043,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0007,DEFECTIVE_CHIP,probe,10.0,78.6139141693771,-0.80873452229911,1.4399339506614186,DIVERGENT_REPLICATES,,0.19942747501829827,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0008,DEFECTIVE_CHIP,probe,5.0,92.23256055841534,15.590248264587704,16.021405589851838,CONCORDANT,15.805826927219771,23.436243306608826,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0009,DEFECTIVE_CHIP,probe,10.0,174.5622929804308,-0.5659745441455519,2.787424518351739,DIVERGENT_REPLICATES,,6.029938173844894,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0010,DEFECTIVE_CHIP,probe,10.0,165.860205244942,16.278018772742623,15.195143014299244,CONCORDANT,15.736580893520934,26.204375685694245,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0011,DEFECTIVE_CHIP,probe,10.0,154.727010720912,4.9257319143802665,2.911729999480973,CONCORDANT,3.9187309569306197,7.106195269652638,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0012,DEFECTIVE_CHIP,probe,20.0,118.0112678283995,14.436470858522895,12.6525169359358,CONCORDANT,13.544493897229348,26.01433260168828,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0013,DEFECTIVE_CHIP,probe,40.0,51.31339067424157,14.241072471673101,18.39944414782056,CONCORDANT,16.32025830974683,18.274189959584884,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0014,DEFECTIVE_CHIP,probe,10.0,226.36841084135705,-3.7766476880411552,-2.02413049515324,CONCORDANT,-2.900389091597198,2.110450563693089,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0015,DEFECTIVE_CHIP,probe,10.0,220.45141013999785,8.368748480806145,14.432617865037221,CONCORDANT,11.400683172921683,17.64423396500705,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0016,DEFECTIVE_CHIP,probe,10.0,179.03250986773054,2.5909345560943593,3.588304104615759,CONCORDANT,3.089619330355059,5.067295722966014,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0017,DEFECTIVE_CHIP,probe,5.0,138.9087707257468,1.722373727586272,3.633427568730932,DIVERGENT_REPLICATES,,3.958893930127589,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0018,DEFECTIVE_CHIP,probe,10.0,91.69354795640245,2.4862637049512717,1.06756777986348,DIVERGENT_REPLICATES,,3.8105846131429555,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0019,DEFECTIVE_CHIP,probe,10.0,141.3283339767373,4.795950742499868,4.15191061761709,CONCORDANT,4.473930680058479,6.842261587944929,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0020,DEFECTIVE_CHIP,probe,10.0,140.54570273812988,1.9518399613454294,1.692182107295405,CONCORDANT,1.8220110343204172,2.5699348978505308,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0021,DEFECTIVE_CHIP,probe,10.0,226.9907977882168,3.5095025233713635,2.700946349314753,CONCORDANT,3.1052244363430583,4.914276295552952,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0022,DEFECTIVE_CHIP,probe,5.0,191.08608015474604,23.77894078653726,19.44306579654565,CONCORDANT,21.611003291541454,33.26092209483305,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0023,DEFECTIVE_CHIP,probe,10.0,169.18563059799118,2.8511305863536025,2.457460879917813,CONCORDANT,2.654295733135708,4.543541240387043,FAILURE,False
