chip_id,date_folder,stage,replicate,condition_label,concentration_uM,temperature,Relative_time,Resonance_Frequency,is_error_file,source_file
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,29.13,9975955.44,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,29.74,9975955.42,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,30.34,9975955.41,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,30.95,9975955.33,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,31.78,9975955.31,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,32.46,9975955.3,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,33.03,9975955.29,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,33.64,9975955.29,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,34.25,9975955.27,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,34.88,9975955.26,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,35.49,9975955.24,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,36.3,9975955.22,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,36.92,9975955.17,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,37.53,9975955.14,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,38.14,9975955.11,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,38.75,9975955.1,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,39.38,9975955.08,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,40.21,9975955.06,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,40.83,9975955.05,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,41.44,9975955.04,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,42.05,9975955.02,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,42.67,9975955.03,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,43.28,9975955.02,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,44.1,9975955.01,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,44.71,9975954.99,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,45.32,9975955.01,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,45.92,9975955.0,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,46.53,9975954.98,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,47.35,9975954.97,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,47.96,9975954.94,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,48.58,9975954.94,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,49.19,9975954.94,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,49.8,9975954.95,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,50.42,9975954.95,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,51.03,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,51.85,9975954.93,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,52.47,9975954.93,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,53.08,9975954.85,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,53.7,9975954.85,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,54.3,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,55.12,9975954.83,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,55.72,9975954.83,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,56.33,9975954.84,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,56.97,9975954.84,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,57.58,9975954.84,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,58.19,9975954.84,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,58.8,9975954.85,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,59.63,9975954.85,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,60.24,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,60.85,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,61.47,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,62.08,9975954.87,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,62.9,9975954.87,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,63.5,9975954.91,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,64.12,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,64.72,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,65.33,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,65.94,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,66.75,9975954.89,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,67.37,9975954.89,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,67.97,9975954.91,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,68.58,9975954.9,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,69.2,9975954.93,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,69.81,9975954.94,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,70.63,9975954.94,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,71.23,9975954.94,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,71.84,9975954.95,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,72.45,9975954.95,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,73.08,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,73.89,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,74.5,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,75.13,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,75.73,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,76.34,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,76.95,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,77.77,9975954.92,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,78.38,9975954.89,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,78.98,9975954.89,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,79.62,9975954.85,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,80.23,9975954.85,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,80.86,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,81.68,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,82.28,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,82.91,9975954.83,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,83.52,9975954.83,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,84.12,9975954.85,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,84.73,9975954.85,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,85.55,9975954.88,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,86.16,9975954.89,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,86.77,9975954.89,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,87.42,9975954.9,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,88.02,9975954.9,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,88.63,9975954.9,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,89.45,9975954.9,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,90.07,9975954.9,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,90.67,9975954.87,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,91.28,9975954.87,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,91.92,9975954.88,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,92.52,9975954.88,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,93.33,9975954.88,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,93.95,9975954.88,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,94.57,9975954.88,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,95.2,9975954.88,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,95.81,9975954.88,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,96.42,9975954.88,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,97.03,9975954.83,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,97.87,9975954.83,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,98.47,9975954.85,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,99.08,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,99.7,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,100.32,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,100.93,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,101.73,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,102.37,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,102.97,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,103.58,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,104.2,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,104.81,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,105.45,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,106.27,9975954.86,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,106.88,9975954.81,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,107.48,9975954.79,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,108.12,9975954.78,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,108.73,9975954.71,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,109.34,9975954.68,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,110.17,9975954.66,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,110.77,9975954.67,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,111.38,9975954.65,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,111.98,9975954.63,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,112.62,9975954.61,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,113.23,9975954.6,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,114.07,9975954.6,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,114.7,9975954.61,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,115.31,9975954.62,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,115.95,9975954.59,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,116.57,9975954.58,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,117.2,9975954.57,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,117.82,9975954.55,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,118.42,9975954.55,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,119.23,9975954.51,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,119.85,9975954.51,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,120.45,9975954.49,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,121.07,9975954.49,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,121.68,9975954.51,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,122.48,9975954.51,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,123.1,9975954.52,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,123.7,9975954.52,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,124.31,9975954.49,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,124.93,9975954.49,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,125.53,9975954.5,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,126.35,9975954.5,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,126.95,9975954.5,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,127.57,9975954.5,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,128.2,9975954.51,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,128.82,9975954.51,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,129.42,9975954.49,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,130.23,9975954.49,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,130.87,9975954.45,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,131.47,9975954.45,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,132.08,9975954.43,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,132.7,9975954.43,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,133.31,9975954.45,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,134.13,9975954.45,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,134.73,9975954.46,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,135.37,9975954.46,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,135.97,9975954.41,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,136.58,9975954.41,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,137.39,9975954.42,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,138.0,9975954.43,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,138.61,9975954.43,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,139.22,9975954.46,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,139.83,9975954.49,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,140.44,9975954.51,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,141.25,9975954.57,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,141.87,9975954.6,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,142.47,9975954.62,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,143.08,9975954.65,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,143.7,9975954.67,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,144.52,9975954.7,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,145.13,9975954.7,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,145.73,9975954.71,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,146.36,9975954.72,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,146.98,9975954.7,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,147.62,9975954.68,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,148.22,9975954.7,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,149.03,9975954.73,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,149.65,9975954.73,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,150.25,9975954.73,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,150.87,9975954.73,False,No.1_0uM_probe.csv
14Mar_No.1,14 Mar 2026,probe,1,0 uM,0,RT,151.47,9975954.71,False,No.1_0uM_probe.csv
