synthetic_id,class,stage,concentration_uM,duration_s,replicate_1_early_disp_30s,replicate_2_early_disp_30s,biomarker_replicate_status,early_displacement_30s,true_endpoint_delta_f,intentionally_divergent
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0079,CLEAN_PCA3_TARGET_HYB,target,5.0,197.82168064646442,31.766693677778935,73.69484123859715,DIVERGENT_REPLICATES,52.73076745818804,54.42005655066977,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0080,CLEAN_PCA3_TARGET_HYB,target,1.0,98.55861515358751,-56.79599317924892,-196.90702277326506,DIVERGENT_REPLICATES,-126.85150797625698,-131.18805111482536,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0081,CLEAN_PCA3_TARGET_HYB,target,20.0,198.9434147230637,61.551773040799894,148.09315363877192,DIVERGENT_REPLICATES,104.82246333978591,106.89385967037829,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0082,CLEAN_PCA3_TARGET_HYB,target,10.0,224.93013391778007,177.3282250632517,48.938830573205195,DIVERGENT_REPLICATES,113.13352781822844,119.69099093643733,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0083,CLEAN_PCA3_TARGET_HYB,target,1.0,219.3390648581688,-321.7521388276301,-363.63634317039464,CONCORDANT,-342.6942409990124,-348.9833100517716,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0084,CLEAN_PCA3_TARGET_HYB,target,1.0,193.77796448934828,-7.981571024507967,-3.1462038824229146,DIVERGENT_REPLICATES,-5.563887453465441,-0.553292088589349,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0085,CLEAN_PCA3_TARGET_HYB,target,20.0,85.31699423354598,0.7292962728206168,-47.64201875001921,DIVERGENT_REPLICATES,-23.456361238599296,-23.100149482366714,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0086,CLEAN_PCA3_TARGET_HYB,target,10.0,229.8257654199096,111.06059800540886,29.645079238930293,DIVERGENT_REPLICATES,70.35283862216957,69.13027373818598,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0087,CLEAN_PCA3_TARGET_HYB,target,10.0,206.3277634009867,-121.69938707521315,-161.97832436105244,CONCORDANT,-141.8388557181328,-146.47672646987564,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0088,CLEAN_PCA3_TARGET_HYB,target,5.0,138.4047767545408,-24.30753623813981,-73.39218555137252,DIVERGENT_REPLICATES,-48.84986089475616,-43.964845006833684,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0089,CLEAN_PCA3_TARGET_HYB,target,10.0,221.12786445870475,123.9364390426212,76.74681638214778,CONCORDANT,100.3416277123845,101.44672263624145,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0090,CLEAN_PCA3_TARGET_HYB,target,10.0,177.38032170800022,-26.362554673203025,53.086004304141746,DIVERGENT_REPLICATES,13.36172481546936,10.859586282941812,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0091,CLEAN_PCA3_TARGET_HYB,target,20.0,232.46928600037137,41.671411280495875,77.67042711913425,CONCORDANT,59.67091919981506,61.022116390201944,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0092,CLEAN_PCA3_TARGET_HYB,target,10.0,242.85040912375567,-20.611593804096092,84.03165993046868,DIVERGENT_REPLICATES,31.710033063186295,36.16582622356886,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0093,CLEAN_PCA3_TARGET_HYB,target,10.0,245.57894364605175,143.3795878557289,-37.51595351759773,DIVERGENT_REPLICATES,52.93181716906558,52.18971696288624,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0094,CLEAN_PCA3_TARGET_HYB,target,10.0,62.0361543013896,-39.47229198733995,14.718894807720798,DIVERGENT_REPLICATES,-12.376698589809576,-10.008750409757946,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0095,CLEAN_PCA3_TARGET_HYB,target,10.0,146.2092110714917,9.691796907118352,107.95349882291706,DIVERGENT_REPLICATES,58.8226478650177,62.987853562261066,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0096,CLEAN_PCA3_TARGET_HYB,target,5.0,99.43257628876222,-236.88181226959028,-181.6564709176916,CONCORDANT,-209.26914159364094,-210.0764377855748,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0097,CLEAN_PCA3_TARGET_HYB,target,1.0,163.8494749827765,-1.8421716639421406,-80.28116677612354,DIVERGENT_REPLICATES,-41.06166922003284,-41.518671839989786,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0098,CLEAN_PCA3_TARGET_HYB,target,20.0,136.0595223606291,56.71158572610046,69.08406349506869,CONCORDANT,62.89782461058458,61.11281580977317,False
SYN_TARGET_CLEAN_PCA3_TARGET_HYB_0099,CLEAN_PCA3_TARGET_HYB,target,0.5,228.411076803424,-272.72401733821016,-197.71344176393453,CONCORDANT,-235.21872955107233,-237.18250994091267,False
SYN_TARGET_BACKGROUND_SOUP_0000_FORCED_DIVERGENT,BACKGROUND_SOUP,target,0.5,151.2533574143508,0.8359274359434733,0.019716762934330574,DIVERGENT_REPLICATES,0.4278220994389019,-39.88214345987628,True
SYN_TARGET_BACKGROUND_SOUP_0001_FORCED_DIVERGENT,BACKGROUND_SOUP,target,10.0,129.67956863456595,16.68319390411762,0.046541359509537195,DIVERGENT_REPLICATES,8.364867631813578,45.14809146049634,True
SYN_TARGET_BACKGROUND_SOUP_0002,BACKGROUND_SOUP,target,10.0,195.61760397793606,22.128518018577623,-29.35856716345369,DIVERGENT_REPLICATES,-3.615024572438033,-4.189831622526622,False
SYN_TARGET_BACKGROUND_SOUP_0003,BACKGROUND_SOUP,target,10.0,186.80527704509888,-11.071252323740794,-9.348506242726954,CONCORDANT,-10.209879283233875,-16.81746321191828,False
SYN_TARGET_BACKGROUND_SOUP_0004,BACKGROUND_SOUP,target,10.0,237.16208210814915,8.529269828280587,15.5168183508546,CONCORDANT,12.023044089567593,17.47396947454675,False
SYN_TARGET_BACKGROUND_SOUP_0005,BACKGROUND_SOUP,target,10.0,240.14390063369734,9.555375414022333,20.148485337778606,DIVERGENT_REPLICATES,14.85193037590047,27.81196383055299,False
SYN_TARGET_BACKGROUND_SOUP_0006,BACKGROUND_SOUP,target,5.0,169.29991163957303,-8.471468162335684,39.97212671238735,DIVERGENT_REPLICATES,15.750329275025834,26.323573674999032,False
SYN_TARGET_BACKGROUND_SOUP_0007,BACKGROUND_SOUP,target,20.0,76.46929408064817,31.103735725422673,2.0738182999646595,DIVERGENT_REPLICATES,16.588777012693665,30.35249466480056,False
SYN_TARGET_BACKGROUND_SOUP_0008,BACKGROUND_SOUP,target,10.0,155.3344594892422,-6.801950762257007,39.24938678888331,DIVERGENT_REPLICATES,16.22371801331315,22.938905975101317,False
SYN_TARGET_BACKGROUND_SOUP_0009,BACKGROUND_SOUP,target,10.0,166.73279913353983,-6.45031765210755,-14.415921020514674,DIVERGENT_REPLICATES,-10.433119336311112,-15.208969152581474,False
SYN_TARGET_BACKGROUND_SOUP_0010,BACKGROUND_SOUP,target,10.0,143.1307677903506,79.8229014618142,5.355239376262783,DIVERGENT_REPLICATES,42.58907041903849,67.11728322304306,False
SYN_TARGET_BACKGROUND_SOUP_0011,BACKGROUND_SOUP,target,5.0,182.4716777810108,48.492154975194424,14.703629831796041,DIVERGENT_REPLICATES,31.597892403495234,52.33051331413384,False
SYN_TARGET_BACKGROUND_SOUP_0012,BACKGROUND_SOUP,target,10.0,115.1522153946453,-42.324445766708486,4.965415539829307,DIVERGENT_REPLICATES,-18.67951511343959,-27.97548736522978,False
SYN_TARGET_BACKGROUND_SOUP_0013,BACKGROUND_SOUP,target,10.0,205.63957349363352,49.33395006492762,21.177085578886867,DIVERGENT_REPLICATES,35.25551782190725,54.70947157151924,False
SYN_TARGET_BACKGROUND_SOUP_0014,BACKGROUND_SOUP,target,20.0,158.0129550297878,-25.302224460154868,-16.37637977869423,CONCORDANT,-20.83930211942455,-33.143966792053305,False
SYN_TARGET_BACKGROUND_SOUP_0015,BACKGROUND_SOUP,target,10.0,221.0146313755189,34.161099337498506,33.241202063595246,CONCORDANT,33.701150700546876,55.04248749854983,False
SYN_TARGET_BACKGROUND_SOUP_0016,BACKGROUND_SOUP,target,10.0,75.96725624680542,-5.394282847599744,-35.550639463540804,DIVERGENT_REPLICATES,-20.472461155570272,-28.194488916863854,False
SYN_TARGET_BACKGROUND_SOUP_0017,BACKGROUND_SOUP,target,10.0,180.8289657865012,6.8668447679846,12.71930938386891,CONCORDANT,9.793077075926755,16.517246430343743,False
SYN_TARGET_BACKGROUND_SOUP_0018,BACKGROUND_SOUP,target,10.0,53.20965517005789,108.48524711305839,47.14599269886494,DIVERGENT_REPLICATES,77.81561990596167,102.12231684961418,False
SYN_TARGET_BACKGROUND_SOUP_0019,BACKGROUND_SOUP,target,10.0,140.16116482179464,4.8129959066909045,8.663975352503906,CONCORDANT,6.738485629597405,9.534190797830203,False
SYN_TARGET_BACKGROUND_SOUP_0020,BACKGROUND_SOUP,target,10.0,181.92682071820934,-10.081605508703175,33.59822367124771,DIVERGENT_REPLICATES,11.758309081272266,20.48053511457044,False
SYN_TARGET_BACKGROUND_SOUP_0021,BACKGROUND_SOUP,target,0.5,203.02099994325172,23.211615877802515,-26.011241742076862,DIVERGENT_REPLICATES,-1.3998129321371735,-5.683278957656112,False
SYN_TARGET_BACKGROUND_SOUP_0022,BACKGROUND_SOUP,target,40.0,219.94363228784576,27.313559077305708,-12.804991213284726,DIVERGENT_REPLICATES,7.254283932010491,16.842585951782656,False
